Symbol	Species
stk4	xenopus laevis
BCL2	canis lupus familiaris (dog) (canis familiaris)
Babam2	mesocricetus auratus (golden hamster)
	trimeresurus stejnegeri (chinese green tree viper) (viridovipera stejnegeri)
CYCS	gorilla gorilla gorilla (western lowland gorilla)
	cyclocybe aegerita (black poplar mushroom) (agrocybe aegerita)
API5	oryza sativa subsp. japonica (rice)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate lw123) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (strain 89.6) (hiv-1)
	human immunodeficiency virus type 1 group m subtype c (isolate eth2220) (hiv-1)
	acanthaster planci (crown-of-thorns starfish)
DNASE1	canis lupus familiaris (dog) (canis familiaris)
MCL1	felis catus (cat) (felis silvestris catus)
E	porcine epidemic diarrhea virus (strain cv777) (pedv)
M	vesicular stomatitis indiana virus (strain 94gub central america) (vsiv)
M	vesicular stomatitis indiana virus (strain 85clb south america) (vsiv)
M	vesicular stomatitis indiana virus (strain 98coe north america) (vsiv)
MCL1	canis lupus familiaris (dog) (canis familiaris)
MCA1	plasmodium falciparum (isolate 3d7)
CASP3	oryctolagus cuniculus (rabbit)
CASP3	felis catus (cat) (felis silvestris catus)
CASP3	canis lupus familiaris (dog) (canis familiaris)
BABAM2	chlorocebus aethiops (green monkey) (cercopithecus aethiops)
BABAM2	saguinus oedipus (cotton-top tamarin)
edar	oryzias latipes (japanese rice fish) (japanese killifish)
	gloydius blomhoffii (mamushi) (agkistrodon halys blomhoffi)
rps3	ictalurus punctatus (channel catfish) (silurus punctatus)
pim3	xenopus laevis
tp53	xiphophorus maculatus (southern platyfish) (platypoecilus maculatus)
LOL1	arabidopsis thaliana (mouse-ear cress)
FAS	macaca nemestrina (pig-tailed macaque)
FAS	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
Phlpp	drosophila melanogaster
Dad1	drosophila melanogaster
Wwox	drosophila melanogaster
tp53	barbus barbus (barbel) (cyprinus barbus)
tp53	tetraodon miurus (congo puffer)
TP73	chlorocebus aethiops (green monkey) (cercopithecus aethiops)
kex1	aspergillus clavatus (strain atcc 1007 / cbs 513.65 / dsm 816 / nctc 3887 / nrrl 1 / qm 1276 / 107)
nma111	aspergillus clavatus (strain atcc 1007 / cbs 513.65 / dsm 816 / nctc 3887 / nrrl 1 / qm 1276 / 107)
kex1	neosartorya fischeri (strain atcc 1020 / dsm 3700 / cbs 544.65 / fgsc a1164 / jcm 1740 / nrrl 181 / wb 181) (aspergillus fischerianus)
nma111	neosartorya fischeri (strain atcc 1020 / dsm 3700 / cbs 544.65 / fgsc a1164 / jcm 1740 / nrrl 181 / wb 181) (aspergillus fischerianus)
HTATIP2	gorilla gorilla gorilla (western lowland gorilla)
PEG3	gorilla gorilla gorilla (western lowland gorilla)
HTATIP2	pan paniscus (pygmy chimpanzee) (bonobo)
PEG3	pan paniscus (pygmy chimpanzee) (bonobo)
kex1	aspergillus niger (strain atcc mya-4892 / cbs 513.88 / fgsc a1513)
PEG3	pan troglodytes (chimpanzee)
HTATIP2	pongo pygmaeus (bornean orangutan)
DAPL1	bos taurus
NMA111	scheffersomyces stipitis (strain atcc 58785 / cbs 6054 / nbrc 10063 / nrrl y-11545) (yeast) (pichia stipitis)
PB1	influenza a virus (strain a/henry/1936 h1n1)
PB1	influenza a virus (strain a/usa:iowa/1943 h1n1)
PB1	influenza a virus (strain a/usa:phila/1935 h1n1)
diablo	xenopus laevis
ciapin1	xenopus tropicalis (western clawed frog) (silurana tropicalis)
KEX1	pyricularia oryzae (strain 70-15 / atcc mya-4617 / fgsc 8958) (rice blast fungus) (magnaporthe oryzae)
NMA111	pyricularia oryzae (strain 70-15 / atcc mya-4617 / fgsc 8958) (rice blast fungus) (magnaporthe oryzae)
PB1	influenza a virus (strain a/usa:huston/aa/1945 h1n1)
nma111	aspergillus niger (strain atcc mya-4892 / cbs 513.88 / fgsc a1513)
NMA111	meyerozyma guilliermondii (strain atcc 6260 / cbs 566 / dsm 6381 / jcm 1539 / nbrc 10279 / nrrl y-324) (yeast) (candida guilliermondii)
KEX1	meyerozyma guilliermondii (strain atcc 6260 / cbs 566 / dsm 6381 / jcm 1539 / nbrc 10279 / nrrl y-324) (yeast) (candida guilliermondii)
NMA111	lodderomyces elongisporus (strain atcc 11503 / cbs 2605 / jcm 1781 / nbrc 1676 / nrrl yb-4239) (yeast) (saccharomyces elongisporus)
KEX1	lodderomyces elongisporus (strain atcc 11503 / cbs 2605 / jcm 1781 / nbrc 1676 / nrrl yb-4239) (yeast) (saccharomyces elongisporus)
	demansia vestigiata (lesser black whip snake) (demansia atra)
KEX1	ajellomyces capsulatus (strain nam1 / wu24) (darling's disease fungus) (histoplasma capsulatum)
NMA111	ajellomyces capsulatus (strain nam1 / wu24) (darling's disease fungus) (histoplasma capsulatum)
MCA1	saccharomyces cerevisiae (strain yjm789) (baker's yeast)
NMA111	saccharomyces cerevisiae (strain yjm789) (baker's yeast)
kex1	sclerotinia sclerotiorum (strain atcc 18683 / 1980 / ss-1) (white mold) (whetzelinia sclerotiorum)
NMA111	vanderwaltozyma polyspora (strain atcc 22028 / dsm 70294 / bcrc 21397 / cbs 2163 / nbrc 10782 / nrrl y-8283 / ucd 57-17) (kluyveromyces polysporus)
KEX1	vanderwaltozyma polyspora (strain atcc 22028 / dsm 70294 / bcrc 21397 / cbs 2163 / nbrc 10782 / nrrl y-8283 / ucd 57-17) (kluyveromyces polysporus)
dnaaf10	chlamydomonas reinhardtii (chlamydomonas smithii)
KEX1	coprinopsis cinerea (strain okayama-7 / 130 / atcc mya-4618 / fgsc 9003) (inky cap fungus) (hormographiella aspergillata)
	bungarus multicinctus (many-banded krait)
ced-12	caenorhabditis briggsae
ift57	xenopus laevis
	sistrurus catenatus edwardsii (desert massasauga) (crotalophorus edwardsii)
casA	aspergillus fumigatus (strain cbs 144.89 / fgsc a1163 / cea10) (neosartorya fumigata)
kex1	aspergillus fumigatus (strain cbs 144.89 / fgsc a1163 / cea10) (neosartorya fumigata)
casB	aspergillus fumigatus (strain cbs 144.89 / fgsc a1163 / cea10) (neosartorya fumigata)
tigar	xenopus tropicalis (western clawed frog) (silurana tropicalis)
KEX1	podospora anserina (strain s / atcc mya-4624 / dsm 980 / fgsc 10383) (pleurage anserina)
kex1	pyrenophora tritici-repentis (strain pt-1c-bfp) (wheat tan spot fungus) (drechslera tritici-repentis)
	bothrops matogrossensis (pitviper) (bothrops neuwiedi matogrossensis)
HtrA2	drosophila persimilis (fruit fly)
HtrA2	drosophila virilis (fruit fly)
PB1	influenza a virus (strain a/russia:st.petersburg/8/2006 h1n1)
CYCS	otolemur garnettii (small-eared galago) (garnett's greater bushbaby)
KEX1	debaryomyces hansenii (strain atcc 36239 / cbs 767 / bcrc 21394 / jcm 1990 / nbrc 0083 / igc 2968) (yeast) (torulaspora hansenii)
	echis ocellatus (ocellated saw-scaled viper)
aktip	salmo salar (atlantic salmon)
apip	salmo salar (atlantic salmon)
ciapin1-A	salmo salar (atlantic salmon)
kex1	penicillium rubens (strain atcc 28089 / dsm 1075 / nrrl 1951 / wisconsin 54-1255) (penicillium chrysogenum)
kex1	schizosaccharomyces japonicus (strain yfs275 / fy16936) (fission yeast)
kex1	talaromyces marneffei (strain atcc 18224 / cbs 334.59 / qm 7333) (penicillium marneffei)
kex1	talaromyces stipitatus (strain atcc 10500 / cbs 375.48 / qm 6759 / nrrl 1006) (penicillium stipitatum)
KEX1	candida dubliniensis (strain cd36 / atcc mya-646 / cbs 7987 / ncpf 3949 / nrrl y-17841) (yeast)
KEX1	paracoccidioides brasiliensis (strain pb03)
ciapin1	oncorhynchus mykiss (rainbow trout) (salmo gairdneri)
apip	osmerus mordax (rainbow smelt) (atherina mordax)
apip	esox lucius (northern pike)
apip	aquarana catesbeiana (american bullfrog) (rana catesbeiana)
KEX1	paracoccidioides brasiliensis (strain pb18)
KEX1	paracoccidioides lutzii (strain atcc mya-826 / pb01) (paracoccidioides brasiliensis)
KEX1	uncinocarpus reesii (strain uamh 1704)
KEX1	komagataella phaffii (strain gs115 / atcc 20864) (yeast) (pichia pastoris)
KEX1	clavispora lusitaniae (strain atcc 42720) (yeast) (candida lusitaniae)
KEX1	candida albicans (strain wo-1) (yeast)
KEX1	lachancea thermotolerans (strain atcc 56472 / cbs 6340 / nrrl y-8284) (yeast) (kluyveromyces thermotolerans)
KEX1	zygosaccharomyces rouxii (strain atcc 2623 / cbs 732 / nbrc 1130 / ncyc 568 / nrrl y-229) (candida mogii)
KEX1	arthroderma otae (strain atcc mya-4605 / cbs 113480) (microsporum canis)
KEX1	ajellomyces dermatitidis (strain er-3 / atcc mya-2586) (blastomyces dermatitidis)
	lachesis muta rhombeata (bushmaster)
KEX1	blastomyces gilchristii (strain slh14081) (blastomyces dermatitidis)
KEX1	candida tropicalis (strain atcc mya-3404 / t1) (yeast)
KEX1	coccidioides posadasii (strain c735) (valley fever fungus)
KEX1	saccharomyces cerevisiae (strain jay291) (baker's yeast)
KEX1	fusarium vanettenii (strain atcc mya-4622 / cbs 123669 / fgsc 9596 / nrrl 45880 / 77-13-4) (fusarium solani subsp. pisi)
KEX1	saccharomyces cerevisiae (strain lalvin ec1118 / prise de mousse) (baker's yeast)
KEX1	verticillium alfalfae (strain vams.102 / atcc mya-4576 / fgsc 10136) (verticillium wilt of alfalfa) (verticillium albo-atrum)
KEX1	phytophthora infestans (strain t30-4) (potato late blight agent)
KEX1	sordaria macrospora (strain atcc mya-333 / dsm 997 / k(l3346) / k-hell)
KEX1	arthroderma benhamiae (strain atcc mya-4681 / cbs 112371) (trichophyton mentagrophytes)
KEX1	tuber melanosporum (strain mel28) (perigord black truffle)
KEX1	puccinia graminis f. sp. tritici (strain crl 75-36-700-3 / race sccl) (black stem rust fungus)
KEX1	colletotrichum graminicola (strain m1.001 / m2 / fgsc 10212) (maize anthracnose fungus) (glomerella graminicola)
KEX1	leptosphaeria maculans (strain jn3 / isolate v23.1.3 / race av1-4-5-6-7-8) (blackleg fungus) (phoma lingam)
KEX1	cryptococcus gattii serotype b (strain wm276 / atcc mya-4071) (filobasidiella gattii) (cryptococcus bacillisporus)
KEX1	saccharomyces cerevisiae (strain fosterso) (baker's yeast)
KEX1	ogataea parapolymorpha (strain atcc 26012 / bcrc 20466 / jcm 22074 / nrrl y-7560 / dl-1) (yeast) (hansenula polymorpha)
KEX1	coccidioides posadasii (strain rmscc 757 / silveira) (valley fever fungus)
KEX1	metarhizium acridum (strain cqma 102)
KEX1	metarhizium robertsii (strain arsef 23 / atcc mya-3075) (metarhizium anisopliae (strain arsef 23))
nlrc4	xenopus tropicalis (western clawed frog) (silurana tropicalis)
RACK1	oryctolagus cuniculus (rabbit)
ORF4a	middle east respiratory syndrome-related coronavirus (isolate united kingdom/h123990006/2012) (mers-cov) (betacoronavirus england 1)
E	middle east respiratory syndrome-related coronavirus (isolate united kingdom/h123990006/2012) (mers-cov) (betacoronavirus england 1)
vpr	human immunodeficiency virus type 1 group m subtype c (isolate 92br025) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype c (isolate 92br025) (hiv-1)
DAD2	arabidopsis thaliana (mouse-ear cress)
vpr	human immunodeficiency virus type 1 group m subtype g (isolate 92ng083) (hiv-1)
kex1	schizosaccharomyces pombe (strain 972 / atcc 24843) (fission yeast)
vpr	human immunodeficiency virus type 1 group m subtype f1 (isolate 93br020) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype f1 (isolate 93br020) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype h (isolate 90cf056) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype h (isolate 90cf056) (hiv-1)
X	woolly monkey hepatitis b virus (isolate louisville) (wmhbv)
pca1	schizosaccharomyces pombe (strain 972 / atcc 24843) (fission yeast)
bxi1	schizosaccharomyces pombe (strain 972 / atcc 24843) (fission yeast)
vpr	human immunodeficiency virus type 1 group m subtype g (isolate se6165) (hiv-1)
vpr	human immunodeficiency virus type 1 group n (isolate ybf30) (hiv-1)
vpu	human immunodeficiency virus type 1 group n (isolate ybf30) (hiv-1)
X	hepatitis b virus genotype a2 (isolate japan/11d11hccw/1998) (hbv-a)
X	hepatitis b virus genotype d (isolate germany/1-91/1991) (hbv-d)
X	woodchuck hepatitis b virus (isolate 1) (whv)
X	ground squirrel hepatitis virus (strain 27) (gshv)
M	spring viremia of carp virus (rhabdovirus carpia)
E	avian infectious bronchitis virus (strain m41) (ibv)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate bh8) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype a (isolate mal) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype d (isolate eli) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate bh5) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate mn) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate sc) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate arv2/sf2) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate mn) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate sc) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate arv2/sf2) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate cdc-451) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype a (isolate mal) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype d (isolate eli) (hiv-1)
P35	autographa californica nuclear polyhedrosis virus (acmnpv)
M	rabies virus (strain pasteur vaccins / pv) (rabv)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate cdc-451) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate ny5) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype u (isolate z3) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype a (isolate z321) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype d (isolate z84) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate wmj22) (hiv-1)
PB1	influenza a virus (strain a/hong kong/156/1997 h5n1 genotype gs/gd)
	protobothrops mucrosquamatus (taiwan habu) (trimeresurus mucrosquamatus)
E	murine coronavirus (strain a59) (mhv-a59) (murine hepatitis virus)
PB1	influenza a virus (strain a/brevig mission/1/1918 h1n1) (influenza a virus (strain a/south carolina/1/1918 h1n1))
PB1	influenza a virus (strain a/duck/hong kong/2986.1/2000 h5n1 genotype c)
PB1	influenza a virus (strain a/chicken/hong kong/yu562/2001 h5n1 genotype b)
PB1	influenza a virus (strain a/chicken/hong kong/715.5/2001 h5n1 genotype e)
PB1	influenza a virus (strain a/guinea fowl/hong kong/38/2002 h5n1 genotype x0)
PB1	influenza a virus (strain a/chicken/hong kong/31.2/2002 h5n1 genotype x1)
PB1	influenza a virus (strain a/chicken/hong kong/37.4/2002 h5n1 genotype x2)
PB1	influenza a virus (strain a/silky chicken/hong kong/yu100/2002 h5n1 genotype x3)
PB1	influenza a virus (strain a/chicken/hong kong/96.1/2002 h5n1 genotype y)
PB1	influenza a virus (strain a/chicken/hong kong/yu22/2002 h5n1 genotype z)
PB1	influenza a virus (strain a/teal/china/2978.1/2002 h5n1 genotype w)
PB1	influenza a virus (strain a/hong kong/212/2003 h5n1 genotype z+)
PB1	influenza a virus (strain a/chicken/shantou/4231/2003 h5n1 genotype v)
X	hepatitis b virus genotype b1 (isolate japan/ry30/2002) (hbv-b)
X	hepatitis b virus genotype d subtype ayw (isolate australia/austkw/1991) (hbv-d)
X	hepatitis b virus genotype b2 (isolate vietnam/9873/1997) (hbv-b)
X	hepatitis b virus genotype c subtype adr (isolate japan/nishioka/1983) (hbv-c)
X	hepatitis b virus genotype c subtype ayw (isolate australia/austrc/1992) (hbv-c)
X	hepatitis b virus genotype c subtype ad (isolate japan/s-179/1988) (hbv-c)
	epstein-barr virus (strain ag876) (hhv-4) (human herpesvirus 4)
	epstein-barr virus (strain gd1) (hhv-4) (human herpesvirus 4)
	crotalus viridis viridis (prairie rattlesnake)
	african swine fever virus (isolate pig/kenya/ken-50/1950) (asfv)
	african swine fever virus (isolate tick/south africa/pretoriuskop pr4/1996) (asfv)
	african swine fever virus (isolate warthog/namibia/wart80/1980) (asfv)
	human t-cell leukemia virus 1 (isolate caribbea hs-35 subtype a) (htlv-1)
	bothrops insularis (golden lancehead) (lachesis insularis)
	bothrops cotiara (cotiara) (rhinocerophis cotiara)
	bothrops fonsecai (fonseca's lancehead) (rhinocerophis fonsecai)
X	woodchuck hepatitis b virus (isolate w64/pws23) (whv)
	human immunodeficiency virus type 1 group m subtype b (isolate wmj22) (hiv-1)
	human immunodeficiency virus type 1 group m subtype d (isolate z84) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype d (isolate z2/cdc-z34) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate brva) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate jh32) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype d (isolate z2/cdc-z34) (hiv-1)
X	chimpanzee hepatitis b virus (isolate united kingdom/lsh/1988) (hbvcpz)
X	woodchuck hepatitis b virus (isolate 7) (whv)
X	woodchuck hepatitis b virus (isolate 59) (whv)
X	hepatitis b virus genotype c subtype adr (strain japan/adr4/1983) (hbv-c)
X	woodchuck hepatitis b virus (isolate 2) (whv)
M	rabies virus (strain pm1503/avo1) (rabv)
X	hepatitis b virus genotype a2 subtype adw2 (isolate germany/991/1990) (hbv-a)
vpu	simian immunodeficiency virus (isolate cpz gab1) (siv-cpz) (chimpanzee immunodeficiency virus)
vpr	simian immunodeficiency virus (isolate cpz gab1) (siv-cpz) (chimpanzee immunodeficiency virus)
X	woodchuck hepatitis b virus (isolate 8) (whv)
vpu	human immunodeficiency virus type 1 group m subtype d (isolate ndk) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate sf33) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate jrcsf) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate jrcsf) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate oyi) (hiv-1)
X	hepatitis b virus genotype b2 (isolate indonesia/pidw420/1988) (hbv-b)
X	hepatitis b virus genotype b1 subtype adw (isolate japan/pjdw233/1988) (hbv-b)
X	hepatitis b virus genotype b/c subtype adw (isolate okinawa/podw282/1998) (hbv-b)
X	hepatitis b virus genotype d (isolate france/alpha1/1989) (hbv-d)
IAP3	orgyia pseudotsugata multicapsid polyhedrosis virus (opmnpv)
dad1	xenopus laevis
	invertebrate iridescent virus 6 (iiv-6) (chilo iridescent virus)
casp3	xenopus laevis
DNASE2	bos taurus
PSME3	sus scrofa
DAD1	mesocricetus auratus (golden hamster)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate hxb3) (hiv-1)
X	hepatitis b virus genotype a2 subtype adw (isolate japan/nishioka/1983) (hbv-a)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate bh10) (hiv-1)
